Gene,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold
ENSMUSG00000026864,Hspa5,31.763559494951,-0.3596537961171474,0.0274512357438215,-13.302948773075366,2.2251639020663653e-40,7.75692136260335e-37,True
ENSMUSG00000007617,Homer1,21.030264499342643,-0.348295928981233,0.0292934353645959,-12.106803747336803,9.720877590922165e-34,1.6943489640977332e-30,True
ENSMUSG00000022602,Arc,26.270943487725734,-0.3384459153938108,0.0330210332066077,-10.496820946355088,8.933829150716369e-26,1.038110947313242e-22,True
ENSMUSG00000036052,Dnajb5,16.85524206255482,-0.3136066056572321,0.032522385761554,-9.91748674253614,3.4944424649912653e-23,3.045406608239888e-20,True
ENSMUSG00000033730,Egr3,16.24982919546913,-0.3167953995342765,0.0331284417783272,-9.825106797716566,8.77809385893666e-23,6.12008703845064e-20,True
ENSMUSG00000038418,Egr1,29.719486231792235,-0.2359255294011484,0.0248243166251812,-9.757657592129554,1.7106049108314997e-22,9.938614531931012e-20,True
ENSMUSG00000034275,Igsf9b,14.418476245817166,-0.3159519039188038,0.0351617646548769,-9.415289069875596,4.717824163461293e-21,2.349476433403724e-18,True
ENSMUSG00000003814,Calr,33.15304405811171,-0.1921968069874948,0.0231426470832013,-8.600907138570873,7.908845906708092e-18,3.446279603848051e-15,True
ENSMUSG00000029657,Hsph1,34.60514652048686,-0.1727066150226528,0.02267674821817,-7.9364313396692125,2.080814709228536e-15,8.059688973745196e-13,True
ENSMUSG00000021071,Trim9,33.82618472771372,-0.1740379349987249,0.0229005033904087,-7.918001539187975,2.413583782672721e-15,8.413753066397105e-13,True
ENSMUSG00000095041,,37.68304263959439,-0.1552564779618473,0.0218516061250262,-7.455389085525183,8.960300624406371e-14,2.839600725152783e-11,True
ENSMUSG00000031167,Rbm3,14.34697436900207,0.2430341050508669,0.0351988871303549,7.316105345127131,2.552712932562572e-13,7.415631069094271e-11,True
ENSMUSG00000002028,Kmt2a,22.91547999427237,-0.1846995873283464,0.027913338595254,-6.930313028978306,4.199104144574916e-12,1.1260059267683195e-09,True
ENSMUSG00000028341,Nr4a3,9.743757907747538,-0.2768526996568548,0.0429993730996021,-6.827290086038108,8.653360870824678e-12,2.154686856835345e-09,True
ENSMUSG00000051335,Gfod1,16.699464433893944,-0.2059315130842464,0.0327631561209867,-6.8094211129164135,9.79922486338455e-12,2.277339858250569e-09,True
ENSMUSG00000059824,Dbp,10.431343236332577,0.2553634451963563,0.0413674346867946,6.565603093521311,5.1822684220638415e-11,1.1290867324571594e-08,True
ENSMUSG00000038738,Shank1,50.20737930903228,-0.1095422084571213,0.0189021231805172,-6.201124428902476,5.606116720043618e-10,1.0857179381151143e-07,True
ENSMUSG00000022791,Tnk2,23.87401708099821,-0.1585746417926939,0.027413494540778,-6.206671882995301,5.411842516317804e-10,1.0857179381151143e-07,True
ENSMUSG00000073867,AA474408,27.05504754267925,0.3196706483588961,0.0581850238087037,5.940260114218206,2.845701871765183e-09,5.221114065775489e-07,True
ENSMUSG00000055805,Fmnl1,12.939619340038124,-0.2005120361452436,0.0373770875306875,-5.817449388688169,5.9752345165071965e-09,1.0414833762272045e-06,True
ENSMUSG00000020571,Pdia6,12.095473690622391,-0.2053324565228023,0.0386913922321256,-5.765610699440382,8.136267554637048e-09,1.35062041406975e-06,True
ENSMUSG00000016346,Kcnq2,49.46095705831323,-0.0988246788065613,0.0190581870327254,-5.547306062471093,2.9010466151291764e-08,4.396977608843612e-06,True
ENSMUSG00000035202,Lars2,68.67912525835838,0.1814301619600691,0.0357443744881983,5.549453090500135,2.8656462645490944e-08,4.396977608843612e-06,True
ENSMUSG00000020484,Xbp1,9.699645305819615,-0.2167634757085047,0.043305551623736,-5.498825338465732,3.8232960417327134e-08,5.553337500616766e-06,True
ENSMUSG00000098973,Mir6236,31.304582591036024,0.2898241467679548,0.0585433369148202,5.440501239926363,5.3130870068642186e-08,7.123623579203332e-06,True
ENSMUSG00000038894,Irs2,10.65003118748972,-0.2050834741153838,0.0413258789465146,-5.4437585198641205,5.21679303691764e-08,7.123623579203332e-06,True
ENSMUSG00000020893,Per1,12.626926316640716,-0.1899961785890676,0.0379077466112232,-5.426785093141819,5.737814463300648e-08,7.408156007061503e-06,True
ENSMUSG00000097767,Miat,53.93158606081238,-0.1039320247936914,0.0210426447252136,-5.404265612700102,6.507445471066663e-08,8.101769611477997e-06,True
ENSMUSG00000020048,Hsp90b1,36.36811180391038,-0.1116855411839592,0.0223184578757065,-5.395094595186408,6.848746097667156e-08,8.232665136713e-06,True
ENSMUSG00000026442,Nfasc,27.769155313736736,-0.1334445886871095,0.0274616839555607,-5.349782527081677,8.805998690392104e-08,1.0232570478235626e-05,True
ENSMUSG00000067889,Sptbn2,76.99201761148943,-0.0743769887849349,0.0152613851035682,-5.34056510330453,9.265729451118425e-08,1.041946221503188e-05,True
ENSMUSG00000031778,Cx3cl1,49.89754653488356,-0.0830441403899719,0.0190574240590365,-5.303470414826352,1.1362162550968997e-07,1.237765582896185e-05,True
ENSMUSG00000034730,Adgrb1,40.164116770535806,-0.1018904280487921,0.021196241154753,-5.275758606458868,1.322080249855749e-07,1.396597500302164e-05,True
ENSMUSG00000027351,Spred1,22.473922639900085,-0.1335013879259547,0.0284214737732981,-5.235948146929887,1.641400338320063e-07,1.6829181115834526e-05,True
ENSMUSG00000015656,Hspa8,111.00308122698505,-0.060814782999926,0.0126846767168164,-5.208293743112448,1.9058504570159987e-07,1.8982270551879344e-05,True
ENSMUSG00000066357,Wdr6,24.042951434904392,0.1288038516497031,0.0274124869425366,5.192995442519392,2.069372522525827e-07,2.003842392645842e-05,True
ENSMUSG00000023034,Nr4a1,14.201423439488446,-0.1673900942382274,0.0358778611797843,-5.183865005886561,2.1733426634506957e-07,2.0476412229159792e-05,True
ENSMUSG00000034799,Unc13a,39.344367989088624,-0.1004617513182975,0.021464559605262,-5.16384788451554,2.419243213503704e-07,2.2193373269141872e-05,True
ENSMUSG00000029328,Hnrnpdl,26.703835360513256,0.1198963654941953,0.0260322790968825,5.107056340762656,3.27216208003458e-07,2.851689252750136e-05,True
ENSMUSG00000042216,Sgsm1,12.524345335538886,-0.1788846952680527,0.0381467438733226,-5.11091823822812,3.205967209927592e-07,2.851689252750136e-05,True
ENSMUSG00000064360,mt-Nd3,57.46864984581858,0.0815127765521083,0.0177166974291489,5.060181573173716,4.1885741532042e-07,3.561309633675571e-05,True
ENSMUSG00000098178,,114.16435864524232,0.0848035763393139,0.0187692731954459,5.0059687131810255,5.558178530714461e-07,4.50600240885363e-05,True
ENSMUSG00000043460,Elfn2,22.460447773823343,-0.1275041300681264,0.0285064009730961,-5.007361509712373,5.51812278633017e-07,4.50600240885363e-05,True
ENSMUSG00000015944,Castor2,18.19897533518644,-0.1410637064396471,0.0316682873033396,-4.976964672149722,6.458910436914762e-07,5.031924149173637e-05,True
ENSMUSG00000076258,,15.676968507534816,0.3522287091552028,0.0797007808216195,4.975867733719807,6.495599159862698e-07,5.031924149173637e-05,True
ENSMUSG00000030451,Herc2,36.38713913440621,-0.0999934966645997,0.0223972313605918,-4.9646567728123285,6.882267354255406e-07,5.215561738463988e-05,True
ENSMUSG00000042978,Sbk1,10.717792379039878,-0.1824741671644534,0.0413768876608441,-4.949764133103884,7.430347492449834e-07,5.5111045444000256e-05,True
ENSMUSG00000031442,Mcf2l,19.343905727739013,-0.1323060293737381,0.0307540128873131,-4.847830214661622,1.2481915514703175e-06,9.06499114255318e-05,True
ENSMUSG00000049225,Pdp1,14.475335810035308,-0.1507622457915407,0.0356251694386893,-4.797813959039925,1.604066597589752e-06,0.0001141178807999,True
ENSMUSG00000025757,Hspa4l,21.609116948301136,-0.1248304335441715,0.0291367524584801,-4.768155159601345,1.859205747476476e-06,0.000129623824714,True
ENSMUSG00000064339,mt-Rnr2,153.37523920519172,-0.0468989560009785,0.0107772247737053,-4.746606824308343,2.068574969072637e-06,0.0001413931831801,True
ENSMUSG00000043079,Synpo,21.35405077441592,-0.1246272495403815,0.0292684609075222,-4.7373290903648,2.1655335164202803e-06,0.0001451740353507,True
ENSMUSG00000008855,Hdac5,18.50869635265313,-0.1278393790238539,0.0315281295712326,-4.716684690488262,2.3971875963301336e-06,0.000157671621902,True
ENSMUSG00000022822,Abcc5,24.53623587072749,-0.1120337378767823,0.0273750165378513,-4.677693592149139,2.901196280705604e-06,0.0001872883376766,True
ENSMUSG00000029478,Ncor2,17.068624959531135,-0.1336858059663964,0.0328468808166275,-4.640614205016071,3.473751282785472e-06,0.0002201726722143,True
