Gene,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,threshold
ENSMUSG00000030271,Ogg1,2.953011746461472,0.0005660447313574,0.0227427709590315,0.1563854088734022,0.8757292377019037,,False
ENSMUSG00000030272,Camk1,8.110628847011117,-0.0032643216453545,0.0216260279785191,-0.6489952706458523,0.5163414330917135,,False
ENSMUSG00000030276,Ttll3,3.446554102882889,-0.0045208049382335,0.0236206739988231,-1.0319371312501184,0.3021015699886038,,False
ENSMUSG00000030278,Cidec,0.0951999409211453,0.0008347990583982,0.0245135070149236,0.3269237505211512,0.7437255569486356,,False
ENSMUSG00000030281,Il17rc,2.4084221912945147,0.0006479415576749,0.0229350796283648,0.1952954860824262,0.8451616306221799,,False
ENSMUSG00000030283,St8sia1,8.660610828222035,0.0039407280439679,0.0216756844618189,0.559372013219,0.575907857491184,,False
ENSMUSG00000030284,Creld1,8.930824999116224,-0.0148573094303204,0.0302617739300146,-1.8331829200614984,0.0667753730225727,,False
ENSMUSG00000030286,Emc3,8.0299259228631,-0.0040276535413159,0.0218776069634714,-0.5391852492902174,0.589759037414365,,False
ENSMUSG00000030287,Itpr2,5.1403459748145774,0.0003690411275427,0.0220281861051289,0.0603245706566557,0.9518971330241284,,False
ENSMUSG00000030291,Med21,4.092069521907968,0.0003154609235653,0.0223558726295673,0.2018405707546912,0.8400413633562065,,False
ENSMUSG00000030292,Smco2,0.2606286360081585,0.0005700923672371,0.0237991674892501,0.3145232762321233,0.7531236409067222,,False
ENSMUSG00000030298,Sec13,6.057231354731393,-0.002361799605647,0.0219922754859062,0.0778782404975771,0.9379249083994182,,False
ENSMUSG00000030301,Ccdc91,6.180462587587944,-0.0010939334205383,0.0217600316608747,-0.24959376630667,0.80290151981297,,False
ENSMUSG00000030303,Far2,4.437360058816966,-6.161148174104272e-05,0.0222465072058164,0.0460499428808014,0.9632704434408133,,False
ENSMUSG00000030304,Ergic2,7.570314952621617,0.0021394194486254,0.0215154085684845,0.5115416673955963,0.6089718195766326,,False
ENSMUSG00000030309,Caprin2,3.792501124405849,-0.0012152893692727,0.0225152686508249,-0.2962739964940838,0.7670208427612485,,False
ENSMUSG00000030314,Atg7,4.540857833151944,-0.0011477346719915,0.0222739738364057,-0.2287452425439517,0.819066928444564,,False
ENSMUSG00000030315,Vgll4,4.842900854861838,-0.0013625554921703,0.0222074208877957,-0.2044448302050095,0.8380059004757171,,False
ENSMUSG00000030316,Tamm41,3.035864600946935,-0.0001390003638869,0.0226965990018032,-0.0468306835702514,0.9626481739016238,,False
ENSMUSG00000030317,Timp4,4.891184337123379,-0.001422701953455,0.022191251482919,-0.4580168489588199,0.6469403363518013,,False
ENSMUSG00000030319,Cand2,2.942746812985346,0.0004665737965246,0.0227391504180147,0.0810535662198019,0.9353993529165248,,False
ENSMUSG00000030321,Efcab12,2.9758535553975904,0.0001681073714696,0.0227188103161133,0.025799007223724,0.9794176537072444,,False
ENSMUSG00000030322,Mbd4,3.582461405115304,0.000356175363516,0.0225300955415249,0.0928160348270621,0.9260497120518189,,False
ENSMUSG00000030323,Ift122,6.166559295674224,-0.0028688522363568,0.0220875428094018,-0.5046211913367027,0.6138249228932586,,False
ENSMUSG00000030324,Rho,1.2697146562282642,-0.0044606332386938,0.0244738971537624,-1.7280342295143227,0.083982087750065,,False
ENSMUSG00000030325,Klrb1c,0.4391781336763046,0.0024486290680124,0.0240299693913472,1.510739218172414,0.1308549061572139,,False
ENSMUSG00000030330,Ing4,5.568383151797075,0.0006940835240839,0.0219112216442706,0.1816781162159552,0.8558353408737489,,False
ENSMUSG00000030335,Mrpl51,5.887350539861963,0.0003058545668548,0.0217958479238155,0.0119878965240947,0.990435271538122,,False
ENSMUSG00000030336,Cd27,0.6504271238737921,0.0014877570598015,0.0236915713477673,0.8451667892613745,0.3980177220418213,,False
ENSMUSG00000030339,Ltbr,2.982017542646544,-0.0003733540860694,0.0227234485676458,-0.1101300704035112,0.9123062204673922,,False
ENSMUSG00000030340,Scnn1a,2.874450625646124,0.000962683280585,0.0228004913161056,0.2683949830368606,0.7883953008540199,,False
ENSMUSG00000030341,Tnfrsf1a,3.035819168593154,-0.0006033239776044,0.0227139153328443,-0.150582779078843,0.8803048467794142,,False
ENSMUSG00000030342,Cd9,6.099633783869149,0.0028536654137928,0.0221090900009978,0.5824217548183878,0.5602826315125032,,False
ENSMUSG00000030344,Akap3,0.7681234757333671,-0.0003459045932613,0.0235095762334497,-0.1777724226818153,0.8589017058558313,,False
ENSMUSG00000030345,Dyrk4,0.6377948927726866,-0.0002880288877313,0.0235566394252817,-0.1681497435499462,0.8664654767277679,,False
ENSMUSG00000030346,Rad51ap1,2.1536211333840107,-0.0015499125564984,0.0231295326330099,-0.4946677566910144,0.6208346651459165,,False
ENSMUSG00000030347,Ferry3,5.737821911131619,0.0037871569014388,0.0225358532054672,0.8494178807389893,0.3956488070222153,,False
ENSMUSG00000030350,Prmt8,8.701832138152493,0.0060017659717455,0.0225535223737245,0.9818376305623816,0.3261798461278123,,False
ENSMUSG00000030351,Tspan11,2.4281708293101767,-0.0005624068308933,0.022945949676318,-0.2367661346222458,0.8128382252629713,,False
ENSMUSG00000030352,Tspan9,6.721883980805013,-0.0094181011982176,0.0256828502166771,-0.6862625746883879,0.492547544683234,,False
ENSMUSG00000030353,Tead4,1.3128964199745674,-0.0035899424104666,0.0240691996235871,-1.4272483166685364,0.1535083320858727,,False
ENSMUSG00000030359,Pzp2,0.4515592305016211,-0.0008022895588207,0.0236714678727673,-0.4877951375794009,0.62569495588719,,False
ENSMUSG00000030361,Klrb1a,0.7229111858901622,-0.0024079173452986,0.0238810458387256,-1.2853539054604404,0.1986686410071587,,False
ENSMUSG00000030364,Clec2h,0.7601072145053241,0.0008718301275185,0.0235385958247904,0.4615376318095945,0.6444129289111638,,False
ENSMUSG00000030365,Clec2i,0.6232961602253869,0.0007461443881746,0.0235987757993049,0.4335098618800739,0.664644403128944,,False
ENSMUSG00000030366,Ceacam12,0.1055981537446317,0.0001160514899936,0.023826344443281,0.0481983027895192,0.9615582027951872,,False
ENSMUSG00000030368,Ceacam11,0.0,,,,,,False
ENSMUSG00000030373,Psg28,0.0829091176315592,-0.0001177728506025,0.0230565111301283,-0.0494245647127571,0.960580952271078,,False
ENSMUSG00000030378,Sult2a8,0.3002233632855158,0.0006855539618702,0.0234227240373271,0.3400573880230201,0.7338133109029703,,False
ENSMUSG00000030380,Mzf1,3.6779495016821615,0.0005267489050875,0.0224969025414327,0.130713166137203,0.8960022166404921,,False
ENSMUSG00000030382,Slc27a5,1.049723696143069,-0.0017748556376872,0.0235770784838468,-0.7975685277565413,0.4251209207433307,,False
ENSMUSG00000030385,2900092C05Rik,0.0207573347208394,-0.0001684192956389,0.0182606757307736,-0.0538903076908519,0.9570225587879848,,False
ENSMUSG00000030386,Zfp606,3.924992054616406,0.001384076748726,0.0225017472936158,0.3165233083574094,0.7516053363845288,,False
ENSMUSG00000030393,Zik1,4.419114527090285,0.0036873622791119,0.0229515475145841,0.8001277009746884,0.4236368131588974,,False
ENSMUSG00000030399,Ckm,1.0416866874597035,0.0007374712076899,0.0234403083114577,0.3447169732072806,0.7303071566375041,,False
ENSMUSG00000030400,Ercc2,5.490007619581175,-0.0052330599589604,0.0232269501954485,-0.7469537801402176,0.455091460954648,,False
ENSMUSG00000030401,Rtn2,9.12596170132526,-0.0050051144671472,0.0219242742463001,-0.8230065161097165,0.410504287922812,,False
ENSMUSG00000030402,Ppm1n,0.2131526727718601,-1.6923675207898582e-05,0.0237476498422219,-0.0108979345000832,0.9913048784307348,,False
ENSMUSG00000030403,Vasp,3.3818980568162016,-0.0023800929577817,0.0228698690082228,-0.8546105959455228,0.3927667596640982,,False
ENSMUSG00000030406,Gipr,2.162065530125927,0.0001402487636611,0.0230005541972364,-0.1208836453006894,0.903783196325424,,False
ENSMUSG00000030407,Qpctl,4.1248959799021945,0.0023235741318707,0.0226230665494852,0.4751095850231223,0.6347088669735788,,False
ENSMUSG00000030409,Dmpk,4.0577548040716165,-0.005151201711594,0.0237107497550972,-1.1775041092262786,0.2389943583615743,,False
ENSMUSG00000030413,Pglyrp1,2.1557835143293658,-0.0053425505360893,0.0246157598919143,-1.649326397498006,0.0990807844661858,,False
ENSMUSG00000030417,Pdcd5,5.013727086582597,-0.0004474556284869,0.0220601040863415,-0.1468755890651351,0.883230220040663,,False
ENSMUSG00000030421,Uri1,7.375631147370126,0.0252543185238933,0.0508620618139456,2.3184930882524157,0.0204225381658689,,False
ENSMUSG00000030423,Pop4,4.311403716220439,0.0034409303329022,0.0228889590493737,0.8816328607186756,0.3779753788868337,,False
ENSMUSG00000030427,Lilra6,0.2402915417614058,0.0002889044553927,0.0237681759167453,0.1382115312306812,0.8900732419578776,,False
ENSMUSG00000030431,Tmem238,2.161979321084402,-0.0016757338697205,0.0231452804700406,-0.6081613916586291,0.5430804382777388,,False
ENSMUSG00000030433,Sbk2,1.0210045929007372,-0.0030268093794902,0.0239457809525852,-1.364760044313418,0.1723284807061327,,False
ENSMUSG00000030443,Zfp583,2.9531169436422777,-0.0009209888348754,0.0227681052619351,-0.2197448358553577,0.8260698840333947,,False
ENSMUSG00000030446,Zfp273,2.92668994790545,-9.755793217830253e-05,0.0227300372989818,-0.0262612843254522,0.9790489348855343,,False
ENSMUSG00000030450,Oca2,1.661838940202116,0.005189530240208,0.024716247808085,1.793807825940092,0.0728438474080817,,False
ENSMUSG00000030452,Nipa2,6.925297731433824,0.0031954959245158,0.0219627587997996,0.2460078993277261,0.805676117608257,,False
ENSMUSG00000030463,4933421I07Rik,0.087032900543671,0.0009555896608991,0.0244294341425978,0.4202780798419834,0.6742823211890592,,False
ENSMUSG00000030468,Siglecg,1.08526131026808,4.811611594515401e-05,0.0233994364161139,0.0371164464117182,0.9703921587235836,,False
ENSMUSG00000030469,Zfp719,4.1377702722121175,0.0004790229320271,0.0223492854888834,0.1663674675729677,0.8678677742578702,,False
ENSMUSG00000030470,Csrp3,0.0580344422752797,-0.0004707025254886,0.0237688726842456,-0.2222197819278386,0.8241427953284053,,False
ENSMUSG00000030471,Zdhhc13,4.37787491104125,0.0033196371656969,0.022827688181326,0.7802279187826925,0.4352567318085005,,False
ENSMUSG00000030472,Ceacam18,0.4080841576261043,-0.000104051787412,0.0236652006585908,-0.0617346451124528,0.9507741497667344,,False
ENSMUSG00000030474,Siglece,1.4824022314492624,0.0001282831558403,0.0232472159242104,0.1046942423307278,0.9166184308091888,,False
ENSMUSG00000030483,Cyp2b10,0.0950840460588244,0.0008450711313415,0.0231433045364763,0.4095325259066312,0.6821489022474292,,False
ENSMUSG00000030484,Lypd5,0.7809021496283324,-0.000701694388552,0.0235110745964904,-0.3621035774881172,0.71727463035388,,False
ENSMUSG00000030486,Zfp108,2.975874650744524,0.0001172866459425,0.022718174182094,0.0238195130204182,0.9809965753251332,,False
ENSMUSG00000030491,Tdrd12,1.4292125746550617,-0.0029905028989646,0.0237387716496755,-1.218497318779054,0.22303504304634,,False
ENSMUSG00000030492,Slc7a9,0.8778026509891452,0.0015132031787592,0.0236568379610739,0.7379407048126982,0.4605504821836796,,False
ENSMUSG00000030493,Faap24,2.5094326170676826,-0.0006116144990944,0.0229039757736363,-0.206263227105047,0.8365853014018805,,False
ENSMUSG00000030494,Rhpn2,3.1562030281082936,-0.0012156513623808,0.022729805326359,-0.3270179136348501,0.743654336340611,,False
ENSMUSG00000030495,Slc7a10,5.034673990059572,-0.0031153083942948,0.0225125355658841,-0.6747379457035146,0.4998422717688454,,False
ENSMUSG00000030498,Gas2,3.1621791672434925,-0.0010232062874834,0.0227057493857073,-0.2657228309764171,0.7904526787460198,,False
ENSMUSG00000030499,Kctd15,3.941101027684888,-0.0048895378108165,0.0236243184081155,-1.1378981036762663,0.2551630332131172,,False
ENSMUSG00000030500,Slc17a6,5.679714603477247,0.0057064373924928,0.0234596845456435,0.5227235861269862,0.601166622304581,,False
ENSMUSG00000030505,Prmt3,4.897642543762128,0.0006826347186548,0.0221182783801163,0.0883222868289086,0.9296205258461824,,False
ENSMUSG00000030507,Dbx1,0.00622108692306,-1.3510177928449365e-05,0.0212052387356158,-0.0044654757891171,0.9964370776522884,,False
ENSMUSG00000030509,Asb7,4.528993850176007,0.0002652742552477,0.0222193123308713,0.2477807887738388,0.8043040198394588,,False
ENSMUSG00000030510,Cers3,1.0229121546273456,0.0027858974362825,0.02388036568814,1.283927816289505,0.1991672133814397,,False
ENSMUSG00000030512,Snrpa1,4.497645025421552,0.0022730739754615,0.0224854720933619,0.4046397279034199,0.6857423516819863,,False
ENSMUSG00000030513,Pcsk6,4.435900135731042,-0.013094298166514,0.0316241590418483,-0.1183906111913814,0.9057581646446926,,False
ENSMUSG00000030515,Tars3,6.61357661459155,0.0046479267151394,0.0225964656244093,0.8835358772476749,0.3769468070191829,,False
ENSMUSG00000030521,Mphosph10,4.341289397991253,-0.000937875956871,0.0223067393849109,0.0705163415473274,0.9437826942533736,,False
ENSMUSG00000030522,Mtmr10,4.96415914807386,0.0002479990389606,0.0220766040179589,0.0113263540746537,0.9909630701731036,,False
ENSMUSG00000030523,Trpm1,1.7602721109947983,0.0013861142617306,0.0232699204631199,0.3970449594626061,0.6913343068354165,,False
ENSMUSG00000030525,Chrna7,3.5504045410564955,0.0005901518052927,0.0225294270882063,0.2724090700319182,0.7853074994431436,,False
ENSMUSG00000030527,Crtc3,4.718115669545158,-0.0010979830910891,0.0222019920497344,-0.220211643185459,0.825706329238193,,False
ENSMUSG00000030528,Blm,2.8951634198976746,0.0021117682485199,0.0229929400300878,0.5182441261728442,0.6042879511050441,,False
ENSMUSG00000030530,Furin,6.094907062009394,-0.0017628283761973,0.0218742582987498,-0.4021911574197602,0.6875433494136761,,False
ENSMUSG00000030532,Hddc3,3.435103955816584,0.0011167874509349,0.0226325550075241,0.3132840518786493,0.7540648654903908,,False
ENSMUSG00000030533,Unc45a,5.823333164528333,-0.0008379418641914,0.021841731002163,-0.3797033255793147,0.7041656512868,,False
ENSMUSG00000030534,Vps33b,4.250012804221038,-0.0006864583849682,0.0223145207167267,-0.0649428365912865,0.9482195138930324,,False
ENSMUSG00000030536,Iqgap1,5.886307735470324,-0.009403209451795,0.0260805261382074,-0.7740113281813193,0.4389240922465204,,False
ENSMUSG00000030538,Cib1,3.2200016684380977,0.0006223209419913,0.0226562289170963,0.1638153342979016,0.869876519733871,,False
ENSMUSG00000030539,Sema4b,4.287003527526576,-0.0005033499082984,0.0222919327315693,-0.1033607500638935,0.9176766621620754,,False
ENSMUSG00000030541,Idh2,5.804832437588491,0.0054819706711166,0.0232661992141982,1.1772056583152888,0.2391134307786209,,False
ENSMUSG00000030543,Mesp2,1.6090033626087703,0.0002116364469109,0.0232054599637235,0.0849394603732487,0.9323095202859776,,False
ENSMUSG00000030544,Mesp1,0.1637163862367116,-0.0009854002732001,0.0237456987978517,-0.4565414693717784,0.6480006574284424,,False
ENSMUSG00000030545,Pex11a,3.325875524739238,0.0010970322546161,0.0226645497244903,0.2529160310760485,0.8003331011218505,,False
ENSMUSG00000030546,Plin1,1.2386921386727696,0.0006618152451688,0.0233344221521488,0.2762888473925747,0.782326221160323,,False
ENSMUSG00000030549,Rhcg,1.3224970471052522,0.0019141745543208,0.0235556470676402,0.7705639178822126,0.4409654551452524,,False
ENSMUSG00000030551,Nr2f2,6.079306521368958,0.0044856642566965,0.0226886805470644,1.0199661019072874,0.3077445376651926,,False
ENSMUSG00000030553,Pgpep1l,1.588403580754655,0.0008155778426472,0.023233039562027,0.4015582429344795,0.6880091661628706,,False
ENSMUSG00000030554,Synm,8.110462729516895,0.0017375791288336,0.0212827229249938,0.376553007449156,0.7065058159112952,,False
ENSMUSG00000030555,Ttc23,2.582262073712627,0.0006944725857498,0.0228829798508082,0.142331870272851,0.8868178739431186,,False
ENSMUSG00000030556,Lrrc28,4.4622620454595445,0.0021166895249695,0.0224658106365124,-0.223634421428881,0.8230417774996598,,False
ENSMUSG00000030559,Rab38,1.4337106703614528,0.0001691037373045,0.0232164530414823,0.0525676324248823,0.958076406880794,,False
ENSMUSG00000030560,Ctsc,3.4300554790207034,0.0007277225303429,0.0225845567170512,0.1973942026833151,0.8435190659621825,,False
ENSMUSG00000030562,Nox4,1.1413980904346488,0.0024808013047991,0.023712638364283,1.064199139791324,0.2872384966283584,,False
ENSMUSG00000030577,Cd22,1.163970947519983,-0.0026452519778167,0.0237440503251703,-1.0355314967038345,0.3004207650043886,,False
ENSMUSG00000030579,Tyrobp,3.054441704097703,-6.073665931715517e-05,0.0226901406416385,-0.0193764818796317,0.9845407716278092,,False
ENSMUSG00000030584,Dpf1,7.392193702468724,-0.0372032089857494,0.0689046749052746,-2.485569108897708,0.0129344470412385,,False
ENSMUSG00000030587,2200002D01Rik,0.6356127957825465,-0.0029575561396877,0.0240710220586563,-1.6901432337440354,0.0910005553974127,,False
ENSMUSG00000030588,Yif1b,4.285924156692456,-0.0004671722579094,0.0222987948038164,-0.0639695735517989,0.9489944539582396,,False
ENSMUSG00000030589,Rasgrp4,1.8927436097130987,-0.0011766886430441,0.0231696051047379,-0.3723280496876495,0.709648616836283,,False
ENSMUSG00000030590,Fam98c,4.907766960789084,-0.0041596327149644,0.0229388932730162,-0.8998564721038266,0.3681966369389927,,False
ENSMUSG00000030592,Ryr1,5.054230052611102,-0.0018052655453209,0.0221867197419099,-0.4331643276254758,0.6648953923283034,,False
ENSMUSG00000030595,Nfkbib,3.938397389805061,0.0003914924887863,0.0224120353495811,0.0418497235948216,0.966618496011604,,False
ENSMUSG00000030598,Fbxo17,2.186372262993995,0.0014399285687677,0.0231134082877228,0.4192467866433019,0.6750357821354152,,False
ENSMUSG00000030600,Lrfn1,7.304476357866203,-0.0044584236382714,0.0222656644643553,-0.6663008169873933,0.5052188434962339,,False
ENSMUSG00000030602,Pak4,3.075274941514518,-0.0006696826578814,0.022702670793562,-0.1637219417194034,0.8699500436282035,,False
ENSMUSG00000030604,Zfp626,3.9389384790127657,0.0008795567166974,0.0224415200695445,0.1902167345021268,0.849139298284382,,False
ENSMUSG00000030606,Hapln3,2.0686927083644515,0.0006477661091184,0.0230613617169876,0.2015982664044453,0.8402308006118137,,False
ENSMUSG00000030607,Acan,2.7769108663287256,-0.000110737209959,0.0227844292434338,-0.0500397431900564,0.9600907174903216,,False
ENSMUSG00000030609,Aen,4.652822989417495,-8.975752718178141e-05,0.0221689617624397,0.1023148168065147,0.9185067949160228,,False
ENSMUSG00000030610,Det1,2.8866080028305103,-0.0003839199796487,0.022752680291668,-0.1190364032734001,0.9052465151656508,,False
ENSMUSG00000030611,Mrps11,4.116852104630924,0.0003760380564719,0.022349637859142,0.0733794099378055,0.9415042019069118,,False
ENSMUSG00000030612,Mrpl46,4.162110751672886,0.001986107126328,0.0225356565564979,0.4237500703048736,0.6717480949870758,,False
ENSMUSG00000030613,Ccdc90b,3.626504107250184,0.0013495683916537,0.0225952703121082,0.3397925603271886,0.734012750927227,,False
ENSMUSG00000030614,Tmem126b,5.718050850376976,0.0028610625686346,0.0222407830454376,0.5725880665907743,0.5669236415496757,,False
ENSMUSG00000030615,Tmem126a,3.918088763384155,0.0005785646187773,0.0224235273535413,0.101989461387923,0.918765040057272,,False
ENSMUSG00000030616,Sytl2,9.345117314587805,0.0097775922829143,0.0248472171623406,1.5348502103608834,0.1248206260204878,,False
ENSMUSG00000030617,Ccdc83,0.0993239651923856,0.000570088300708,0.023207927671515,0.2707384996893713,0.7865921637827907,,False
ENSMUSG00000030619,Eed,4.070129523637563,-0.0020222225690925,0.0225537334517452,-0.4750243560159201,0.6347696132732675,,False
ENSMUSG00000030621,Me3,7.496162513807373,-0.0001579991068677,0.021328953282462,0.01015916525985,0.9918942983185,,False
ENSMUSG00000030623,Prss23os,0.26113256767199,-0.0020260975508745,0.0238470315808065,-1.0337338813608312,0.3012605891440234,,False
ENSMUSG00000030629,Zfand6,7.435353489769772,0.0041644603900665,0.0221223592795397,0.8991211793946012,0.3685881180368808,,False
ENSMUSG00000030630,Fah,4.108697801010811,-0.0003189004474135,0.0223449319607147,-0.0093936219658441,0.9925050842889904,,False
ENSMUSG00000030636,1700010L04Rik,0.0331568811920655,8.867624209427257e-05,0.0296163097256942,0.0458094912657633,0.9634620938180004,,False
ENSMUSG00000030638,Sh3gl3,5.52024198941944,7.312928684494554e-05,0.0219075032728766,-0.0268606545346468,0.9785708753182616,,False
ENSMUSG00000030641,Ddias,1.192949306925332,0.0019273133933407,0.0235543375455754,0.9055545940418634,0.3651716511513154,,False
ENSMUSG00000030643,Rab30,6.915455796198008,-0.0007420491001547,0.0215099015691652,0.0033028223836832,0.997364733804179,,False
ENSMUSG00000030649,Anapc15,4.246940171324655,0.0015239667436932,0.0224224774609521,0.3609741315863893,0.7181187851356223,,False
ENSMUSG00000030650,Tmc5,1.2281841683639878,-0.0010855889852258,0.0234072833783642,-0.4658494710561272,0.6413232513483674,,False
ENSMUSG00000030651,Art2b,0.3150685881273285,0.0003621487508986,0.0236401677339776,0.1906621153250496,0.8487903217266403,,False
ENSMUSG00000030652,Coq7,4.383824254656336,0.005426197335602,0.0237776127945546,0.6861213139257025,0.4926366114714617,,False
ENSMUSG00000030653,Pde2a,0.6526187983070052,0.0002805045340715,0.0229889839287645,0.4320253239635064,0.6657230077999404,,False
ENSMUSG00000030659,Nucb2,3.982392850191498,0.0018705507026602,0.0225680638646885,0.4502071166051902,0.6525611052951353,,False
ENSMUSG00000030660,Pik3c2a,6.003115078840961,-0.0001337448566227,0.0217475992399187,-0.00766890705832,0.993881157437026,,False
ENSMUSG00000030664,Sox6os,0.2507615633946664,0.0006318078118625,0.0236776441223231,0.3159637217713461,0.7520300444071056,,False
ENSMUSG00000030666,Calcb,0.6296603418521062,-8.887549857730045e-06,0.0235151111800995,-0.0017971779081446,0.9985660602659768,,False
ENSMUSG00000030669,Calca,1.826480612814496,0.0001333118578304,0.0231084185767351,0.0384830315390325,0.9693025603324564,,False
ENSMUSG00000030670,Cyp2r1,0.994075225737626,0.0004190832223526,0.0234342166551987,0.2032292849545407,0.8389558243378453,,False
ENSMUSG00000030671,Pde3b,4.042890876429665,0.0001744163309373,0.02236426845725,0.0308722341287056,0.9753714333199812,,False
ENSMUSG00000030672,Mylpf,1.4019541358617915,-0.0016304070597289,0.0234143651846162,-0.6422173317458836,0.5207320811673701,,False
ENSMUSG00000030674,Qprt,1.5283492057399228,0.00059260283204,0.0232524773268855,0.1187478680836543,0.9054751115711674,,False
ENSMUSG00000030677,Kif22,2.211725213551897,-0.0001673372751508,0.0229837681088065,-0.0551042617706837,0.9560554009035916,,False
ENSMUSG00000030680,Pagr1a,2.2699358135854,-0.0003561635895906,0.0229607648453417,-0.0953863556071073,0.9240079533089256,,False
ENSMUSG00000030681,Mvp,3.5870859785625453,0.000609327294767,0.0225277669519935,0.2417624853210406,0.8089642090600403,,False
ENSMUSG00000030688,Stard10,5.451839226122781,-0.0006631443371274,0.0219675835868113,-0.1807157649774575,0.8565906838665619,,False
ENSMUSG00000030689,Ino80e,5.232718282683344,-0.0019920713938791,0.0221747681605533,-0.5327671882901011,0.5941947497412225,,False
ENSMUSG00000030691,Fchsd2,6.993185332447396,0.0032000771425158,0.0219442528497114,0.4634200784068862,0.6430632894406685,,False
ENSMUSG00000030693,Klk10,0.8889741580110339,0.0019363183322422,0.023618644527825,0.9306385890106544,0.3520405461296167,,False
ENSMUSG00000030697,Ppp4c,4.998855089175512,-0.0025729649241059,0.0223796388846271,-0.5366555445660833,0.5915055689948423,,False
ENSMUSG00000030699,Tbx6,1.4559976470635692,-0.0036159537837779,0.0239861499332699,-1.419105096188792,0.1558683784150509,,False
ENSMUSG00000030703,Gdpd3,1.4043721023720817,-0.0004722822245009,0.0232686956501583,-0.177746313068208,0.8589222117637308,,False
ENSMUSG00000030706,Mrpl48,8.76050811771094,0.00350214958825,0.0215095435464331,0.5285681716166512,0.5971050445904804,,False
ENSMUSG00000030708,Dnajb13,1.6653478832747124,0.0056398241382096,0.0250397325144739,0.1640297632492651,0.8697077134515656,,False
ENSMUSG00000030711,Sult1a1,2.980037686512141,-7.117777332393288e-05,0.0227153395803063,-0.0258529471553096,0.979374630218946,,False
ENSMUSG00000030713,Klk7,0.6550562652250771,-0.001111696779494,0.0235537632338464,-0.5635969448197143,0.5730284665313906,,False
ENSMUSG00000030714,Sgf29,3.170439174733069,0.0001175065758474,0.022655231642965,-0.002002130054079,0.9984025324083792,,False
ENSMUSG00000030717,Nupr1,2.666771083031443,0.0018612172149052,0.0230247279448476,0.5390502849233302,0.5898521580172298,,False
ENSMUSG00000030720,Cln3,3.62226502690076,-0.001101270207018,0.022555801405363,-0.2715373538993261,0.7859777742172467,,False
ENSMUSG00000030722,Nfatc2ip,3.0648487692975523,0.0014875162412136,0.0228124763601881,0.4218263422238799,0.6731517767274371,,False
ENSMUSG00000030724,Cd19,0.2403446669172976,0.0014270421156076,0.0237680166521955,0.7285364863215494,0.4662852421114574,,False
ENSMUSG00000030725,Lipt2,2.5158383283600942,0.0023696829388029,0.0231927658266253,0.7029286295718112,0.4821002282830372,,False
ENSMUSG00000030726,Pold3,5.003606102735971,-0.0027498994535709,0.0224252696941391,-0.580370049444982,0.5616650980786841,,False
ENSMUSG00000030727,Rabep2,3.404785935711091,-0.0008290655243623,0.0226045479646865,-0.1876203204960733,0.8511742956737937,,False
ENSMUSG00000030730,Atp2a1,1.0765435776009102,0.0020986820712238,0.023668817712781,0.8184128975475472,0.4131214595947686,,False
ENSMUSG00000030731,Syt3,7.762209862484252,0.0025435252966688,0.0215329717289418,0.4627474102349991,0.6435454308760229,,False
ENSMUSG00000030732,Chrdl2,0.8555619633309923,-3.0600804049167746e-05,0.0234502035272064,0.2734329164445143,0.7845204528270528,,False
ENSMUSG00000030733,Sh2b1,8.811204124768308,-0.0072219443830083,0.023160007951506,-1.1524346122263984,0.2491425247899412,,False
ENSMUSG00000030737,Slco2b1,4.056431147545699,-0.0015744790217646,0.0224927354687619,-0.5537638117025929,0.5797404976608411,,False
ENSMUSG00000030739,Myh14,6.8032306712210175,-0.0028403391989188,0.0218736066988372,-0.5603331030264772,0.5752522521235308,,False
ENSMUSG00000030741,Spns1,6.972751802316995,-0.0111042052672044,0.0271923866204435,-1.199586333632036,0.2303000368004895,,False
ENSMUSG00000030742,Lat,1.3816817051974253,-0.0043490883084773,0.0243502061553063,-1.6818142911740483,0.0926048566178426,,False
ENSMUSG00000030745,Il21r,2.000439353332358,-0.0002759406235848,0.0230580412059711,-0.0845480896836434,0.9326206696457632,,False
ENSMUSG00000030747,Dgat2,9.31812956664949,0.0114163560730003,0.0262814474806654,1.637312297878019,0.1015652326184473,,False
ENSMUSG00000030748,Il4ra,2.932215831100584,-0.0016261675653674,0.0228736703710138,-0.4475392919075163,0.6544857247341529,,False
ENSMUSG00000030750,Nsmce1,3.1165775381968643,-0.0003774189139214,0.0226747259743245,-0.1101852010688358,0.9122624986428144,,False
ENSMUSG00000030751,Psma1,9.12074663547848,0.0060589133516047,0.0224339232783719,0.9866214595944428,0.3238282460106274,,False
ENSMUSG00000030752,Kdm8,2.9446813509944927,0.0012759588880333,0.0228205187940502,0.3652527934938728,0.7149227129494029,,False
ENSMUSG00000030757,Zkscan2,6.168516846731943,0.0216669173857214,0.0467162710251239,1.5904055941404251,0.1117434101830641,,False
ENSMUSG00000030760,Acer3,5.111203057652638,0.0008599887256193,0.0220642839383512,0.2081253597734474,0.8351310864569518,,False
ENSMUSG00000030761,Myo7a,5.094683951024969,-0.000602936563966,0.0220406513414648,-0.2842807855466404,0.7761952098791695,,False
ENSMUSG00000030762,Aqp8,0.0580059537522063,-0.0004056692717907,0.0214587639526932,-0.1126745829500099,0.9102885527689712,,False
