native,name,Wilcoxon_p,Wilcoxon_FDR,Wilcoxon_significant,gProfiler_p,gProfiler_significant,methods_included,methods_significant
GO:0005978,glycogen biosynthetic process,,,,1.0,False,1,0
GO:0005978,glycogen biosynthetic process (GO:0005978),0.2229591792108609,0.550575629392445,False,,,1,0
GO:0005979,regulation of glycogen biosynthetic process,,,,1.0,False,1,0
GO:0005979,regulation of glycogen biosynthetic process (GO:0005979),0.9784709062645914,0.9955096634190814,False,,,1,0
GO:0005980,glycogen catabolic process,,,,1.0,False,1,0
GO:0005980,glycogen catabolic process (GO:0005980),0.3438807649646104,0.6621013916298311,False,,,1,0
GO:0005981,regulation of glycogen catabolic process,,,,1.0,False,1,0
GO:0005996,monosaccharide metabolic process,,,,1.0,False,1,0
GO:0006002,fructose 6-phosphate metabolic process (GO:0006002),0.4584640837298609,0.7578446097357143,False,,,1,0
GO:0006006,glucose metabolic process,,,,1.0,False,1,0
GO:0006006,glucose metabolic process (GO:0006006),0.1033813926062501,0.3859012486357332,False,,,1,0
GO:0006022,aminoglycan metabolic process,,,,1.0,False,1,0
GO:0006022,aminoglycan metabolic process (GO:0006022),0.8835206000477697,0.9619357192023849,False,,,1,0
GO:0006023,aminoglycan biosynthetic process,,,,1.0,False,1,0
GO:0006023,aminoglycan biosynthetic process (GO:0006023),0.8261076788570751,0.9440875040388328,False,,,1,0
GO:0006024,glycosaminoglycan biosynthetic process,,,,1.0,False,1,0
GO:0006024,glycosaminoglycan biosynthetic process (GO:0006024),0.8878088883047179,0.9639114329474764,False,,,1,0
GO:0006026,aminoglycan catabolic process (GO:0006026),0.3510560134318519,0.6688536034495753,False,,,1,0
GO:0006027,glycosaminoglycan catabolic process (GO:0006027),0.2699084618373688,0.6004473875361525,False,,,1,0
GO:0006029,proteoglycan metabolic process (GO:0006029),0.8820439085082505,0.9616535053095128,False,,,1,0
GO:0006040,amino sugar metabolic process (GO:0006040),0.531345887268817,0.8087805447690927,False,,,1,0
GO:0006044,N-acetylglucosamine metabolic process (GO:0006044),0.791083824874711,0.9332007274070524,False,,,1,0
GO:0006047,UDP-N-acetylglucosamine metabolic process (GO:0006047),0.7795648559290783,0.9276760077130836,False,,,1,0
GO:0006048,UDP-N-acetylglucosamine biosynthetic process (GO:0006048),0.8118232371686529,0.9381126296262408,False,,,1,0
GO:0006054,N-acetylneuraminate metabolic process (GO:0006054),0.832321806234894,0.9471937026849544,False,,,1,0
GO:0006066,alcohol metabolic process,,,,1.0,False,1,0
GO:0006067,ethanol metabolic process (GO:0006067),0.0932351540128127,0.3612081333662766,False,,,1,0
GO:0006071,glycerol metabolic process (GO:0006071),0.0170187211642239,0.1569926602537463,False,,,1,0
GO:0006073,cellular glucan metabolic process (GO:0006073),0.7838502519939582,0.9301702444984524,False,,,1,0
GO:0006082,organic acid metabolic process,,,,1.0,False,1,0
GO:0006084,acetyl-CoA metabolic process,,,,1.0,False,1,0
GO:0006084,acetyl-CoA metabolic process (GO:0006084),0.7922241872530209,0.9332007274070524,False,,,1,0
GO:0006085,acetyl-CoA biosynthetic process,,,,1.0,False,1,0
GO:0006085,acetyl-CoA biosynthetic process (GO:0006085),0.1924592720699774,0.5116363364668648,False,,,1,0
GO:0006086,pyruvate decarboxylation to acetyl-CoA,,,,1.0,False,1,0
GO:0006089,lactate metabolic process,,,,1.0,False,1,0
GO:0006090,pyruvate metabolic process,,,,1.0,False,1,0
GO:0006090,pyruvate metabolic process (GO:0006090),7.485536981891453e-05,0.0066928464774405,True,,,1,1
GO:0006091,generation of precursor metabolites and energy,,,,1.0,False,1,0
GO:0006094,gluconeogenesis (GO:0006094),0.0344333383663748,0.220803783391276,False,,,1,0
GO:0006096,glycolytic process,,,,1.0,False,1,0
GO:0006096,glycolytic process (GO:0006096),0.0001685557010188,0.0110017152937492,True,,,1,1
GO:0006098,pentose-phosphate shunt (GO:0006098),0.186658284893205,0.5039109427757484,False,,,1,0
GO:0006099,tricarboxylic acid cycle,,,,1.0,False,1,0
GO:0006103,2-oxoglutarate metabolic process (GO:0006103),0.1069486458308338,0.390805600805735,False,,,1,0
GO:0006109,regulation of carbohydrate metabolic process,,,,1.0,False,1,0
GO:0006110,regulation of glycolytic process,,,,1.0,False,1,0
GO:0006110,regulation of glycolytic process (GO:0006110),0.6168004338792463,0.8529070527539122,False,,,1,0
GO:0006111,regulation of gluconeogenesis (GO:0006111),0.0228166258973186,0.1820147710932415,False,,,1,0
GO:0006112,energy reserve metabolic process,,,,1.0,False,1,0
GO:0006112,energy reserve metabolic process (GO:0006112),0.9940879961236516,0.9977707777975684,False,,,1,0
GO:0006119,oxidative phosphorylation,,,,1.0,False,1,0
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",,,,1.0,False,1,0
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone (GO:0006120)",0.0260373509840804,0.1936464162404261,False,,,1,0
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",0.024609252545843,0.1885322680554627,False,,,1,0
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen (GO:0006123)",0.7339232454691089,0.9070143233105246,False,,,1,0
GO:0006139,nucleobase-containing compound metabolic process,,,,1.0,False,1,0
GO:0006140,regulation of nucleotide metabolic process,,,,1.0,False,1,0
GO:0006163,purine nucleotide metabolic process,,,,1.0,False,1,0
GO:0006163,purine nucleotide metabolic process (GO:0006163),0.0306047370045349,0.2107950976159226,False,,,1,0
GO:0006164,purine nucleotide biosynthetic process,,,,1.0,False,1,0
GO:0006164,purine nucleotide biosynthetic process (GO:0006164),0.044280817950252,0.2511619473640057,False,,,1,0
GO:0006171,cAMP biosynthetic process,,,,1.0,False,1,0
GO:0006171,cAMP biosynthetic process (GO:0006171),0.0071560494861411,0.1063509357405748,False,,,1,0
GO:0006182,cGMP biosynthetic process (GO:0006182),0.3490543260875652,0.6679934706610167,False,,,1,0
GO:0006195,purine nucleotide catabolic process,,,,1.0,False,1,0
GO:0006195,purine nucleotide catabolic process (GO:0006195),0.2706366412443942,0.6008735555433656,False,,,1,0
GO:0006206,pyrimidine nucleobase metabolic process (GO:0006206),0.353341796726914,0.6693330498393213,False,,,1,0
GO:0006213,pyrimidine nucleoside metabolic process (GO:0006213),0.4957452363354647,0.782411740925294,False,,,1,0
GO:0006259,DNA metabolic process,,,,1.0,False,1,0
GO:0006259,DNA metabolic process (GO:0006259),0.7422352567923022,0.9113282678884924,False,,,1,0
GO:0006260,DNA replication,,,,1.0,False,1,0
GO:0006260,DNA replication (GO:0006260),0.2020564125970743,0.5213605258372128,False,,,1,0
GO:0006261,DNA-dependent DNA replication (GO:0006261),0.0247260382176883,0.1885322680554627,False,,,1,0
GO:0006261,DNA-templated DNA replication,,,,1.0,False,1,0
GO:0006268,DNA unwinding involved in DNA replication (GO:0006268),0.3608259503910516,0.6758957767306415,False,,,1,0
GO:0006270,DNA replication initiation (GO:0006270),0.5946825173282253,0.8437726867305281,False,,,1,0
GO:0006271,DNA strand elongation involved in DNA replication (GO:0006271),0.8662124351963573,0.9567687148223014,False,,,1,0
GO:0006275,regulation of DNA replication,,,,1.0,False,1,0
GO:0006275,regulation of DNA replication (GO:0006275),0.0068484532795663,0.1034907700772722,False,,,1,0
GO:0006278,RNA-dependent DNA biosynthetic process (GO:0006278),0.7274363997926854,0.90316408000447,False,,,1,0
GO:0006281,DNA repair,,,,1.0,False,1,0
GO:0006281,DNA repair (GO:0006281),0.1289639888715755,0.4305989522798293,False,,,1,0
GO:0006282,regulation of DNA repair,,,,1.0,False,1,0
GO:0006282,regulation of DNA repair (GO:0006282),0.1724350735023626,0.4891894044835165,False,,,1,0
GO:0006283,transcription-coupled nucleotide-excision repair (GO:0006283),0.2847494133764531,0.6143654863122222,False,,,1,0
GO:0006284,base-excision repair,,,,1.0,False,1,0
GO:0006284,base-excision repair (GO:0006284),0.6065624756280601,0.8504895159687053,False,,,1,0
GO:0006285,"base-excision repair, AP site formation (GO:0006285)",0.8280472969161143,0.9446492591396682,False,,,1,0
GO:0006287,"base-excision repair, gap-filling (GO:0006287)",0.9901443918980174,0.9974184805626916,False,,,1,0
GO:0006289,nucleotide-excision repair,,,,1.0,False,1,0
GO:0006289,nucleotide-excision repair (GO:0006289),0.1233015361972499,0.420958282759785,False,,,1,0
GO:0006293,"nucleotide-excision repair, preincision complex stabilization (GO:0006293)",0.2774174239911058,0.6084782743674617,False,,,1,0
GO:0006294,"nucleotide-excision repair, preincision complex assembly (GO:0006294)",0.0504939992585784,0.2719464283959616,False,,,1,0
GO:0006295,"nucleotide-excision repair, DNA incision, 3'-to lesion (GO:0006295)",0.2774174239911058,0.6084782743674617,False,,,1,0
GO:0006296,"nucleotide-excision repair, DNA incision, 5'-to lesion (GO:0006296)",0.4670611545334604,0.7636003501811702,False,,,1,0
GO:0006297,"nucleotide-excision repair, DNA gap filling (GO:0006297)",0.7031603468481311,0.8942645663663249,False,,,1,0
GO:0006298,mismatch repair (GO:0006298),0.1407120738297557,0.4517675817575256,False,,,1,0
GO:0006301,postreplication repair (GO:0006301),0.1585669849827806,0.4727411226183108,False,,,1,0
GO:0006302,double-strand break repair,,,,1.0,False,1,0
GO:0006302,double-strand break repair (GO:0006302),0.0455351467495484,0.2551178901344717,False,,,1,0
GO:0006303,double-strand break repair via nonhomologous end joining (GO:0006303),0.8194606092069823,0.9407427635357396,False,,,1,0
GO:0006304,DNA modification (GO:0006304),0.7744837933159967,0.9260907468278736,False,,,1,0
GO:0006305,DNA alkylation (GO:0006305),0.1045753527166702,0.3862262053109351,False,,,1,0
GO:0006306,DNA methylation (GO:0006306),0.0228418220512478,0.1820147710932415,False,,,1,0
GO:0006307,DNA dealkylation involved in DNA repair (GO:0006307),0.1956799128673535,0.5148746147888426,False,,,1,0
GO:0006308,DNA catabolic process (GO:0006308),0.4863682790335922,0.7757444188669227,False,,,1,0
GO:0006309,apoptotic DNA fragmentation (GO:0006309),0.5992101333070654,0.8464951426314902,False,,,1,0
GO:0006310,DNA recombination,,,,1.0,False,1,0
GO:0006310,DNA recombination (GO:0006310),0.0101362945143813,0.1212838015553574,False,,,1,0
GO:0006312,mitotic recombination (GO:0006312),0.6766565711087498,0.884403711016907,False,,,1,0
GO:0006323,DNA packaging (GO:0006323),0.3637211085286641,0.6767650070072623,False,,,1,0
GO:0006325,chromatin organization,,,,2.943097998409516e-06,True,1,1
GO:0006325,chromatin organization (GO:0006325),0.115299719593996,0.4049527738072962,False,,,1,0
GO:0006333,chromatin assembly or disassembly (GO:0006333),0.33049383197172,0.653861071747995,False,,,1,0
GO:0006334,nucleosome assembly,,,,1.0,False,1,0
GO:0006334,nucleosome assembly (GO:0006334),0.9710727117453888,0.9933601969966962,False,,,1,0
GO:0006335,DNA replication-dependent chromatin assembly,,,,1.0,False,1,0
GO:0006336,DNA replication-independent nucleosome assembly (GO:0006336),0.9397219944055856,0.9819886628975932,False,,,1,0
GO:0006337,nucleosome disassembly (GO:0006337),0.0995365548649203,0.3775421526026428,False,,,1,0
GO:0006338,chromatin remodeling,,,,1.5293353385165634e-05,True,1,1
GO:0006338,chromatin remodeling (GO:0006338),0.0091234002740459,0.1149669675729443,False,,,1,0
GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,,,,1.0,False,1,0
GO:0006349,regulation of gene expression by genetic imprinting (GO:0006349),0.4407176338341448,0.7449384960485346,False,,,1,0
GO:0006351,DNA-templated transcription,,,,0.0826139318441298,False,1,0
GO:0006351,"transcription, DNA-templated (GO:0006351)",0.0109703579936208,0.1268614874079384,False,,,1,0
GO:0006352,DNA-templated transcription initiation,,,,1.0,False,1,0
GO:0006352,"DNA-templated transcription, initiation (GO:0006352)",0.0564374740171547,0.2860961556831345,False,,,1,0
GO:0006353,"DNA-templated transcription, termination (GO:0006353)",0.8708705196967322,0.9588423457793048,False,,,1,0
GO:0006354,DNA-templated transcription elongation,,,,1.0,False,1,0
GO:0006354,"DNA-templated transcription, elongation (GO:0006354)",0.7938377297460799,0.9335277245466952,False,,,1,0
GO:0006355,regulation of DNA-templated transcription,,,,0.0282487216583496,True,1,1
GO:0006356,regulation of transcription by RNA polymerase I (GO:0006356),0.0188113348989325,0.1651652622028963,False,,,1,0
GO:0006357,regulation of transcription by RNA polymerase II,,,,0.0001330082581423,True,1,1
GO:0006359,regulation of transcription by RNA polymerase III (GO:0006359),0.3771933955548412,0.6888274190368381,False,,,1,0
GO:0006360,transcription by RNA polymerase I (GO:0006360),0.8517909096052148,0.9505274845932862,False,,,1,0
GO:0006361,transcription initiation from RNA polymerase I promoter (GO:0006361),0.8579148382003019,0.9528267849547202,False,,,1,0
GO:0006363,termination of RNA polymerase I transcription (GO:0006363),0.9746487594144896,0.9935030022595036,False,,,1,0
GO:0006364,rRNA processing (GO:0006364),0.0072611187249694,0.1071650712988687,False,,,1,0
GO:0006366,transcription by RNA polymerase II,,,,0.0004568755815927,True,1,1
GO:0006366,transcription by RNA polymerase II (GO:0006366),0.001713234311618,0.0551786014393248,False,,,1,0
GO:0006367,transcription initiation at RNA polymerase II promoter,,,,1.0,False,1,0
GO:0006367,transcription initiation from RNA polymerase II promoter (GO:0006367),0.2326498500509067,0.5612055276276591,False,,,1,0
GO:0006368,transcription elongation by RNA polymerase II,,,,1.0,False,1,0
GO:0006368,transcription elongation from RNA polymerase II promoter (GO:0006368),0.7429638585711607,0.911404241772449,False,,,1,0
GO:0006369,termination of RNA polymerase II transcription (GO:0006369),0.991443009413685,0.9975636343332898,False,,,1,0
GO:0006370,7-methylguanosine mRNA capping (GO:0006370),0.1929479740741622,0.5116886420510096,False,,,1,0
GO:0006376,mRNA splice site selection (GO:0006376),0.3689924150769289,0.6814673249203747,False,,,1,0
GO:0006378,mRNA polyadenylation (GO:0006378),0.9272890946734544,0.97779399047327,False,,,1,0
GO:0006383,transcription by RNA polymerase III (GO:0006383),0.0317700796764273,0.2151855575226586,False,,,1,0
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation (GO:0006388)",0.5580336565117814,0.8258375572177865,False,,,1,0
GO:0006390,mitochondrial transcription (GO:0006390),0.3211008213468718,0.6484389950696408,False,,,1,0
GO:0006396,RNA processing,,,,1.0,False,1,0
GO:0006396,RNA processing (GO:0006396),0.7102806304760957,0.896835696203672,False,,,1,0
GO:0006397,mRNA processing,,,,1.0,False,1,0
GO:0006397,mRNA processing (GO:0006397),0.3889672520265227,0.6995508709988624,False,,,1,0
GO:0006399,tRNA metabolic process,,,,1.0,False,1,0
GO:0006399,tRNA metabolic process (GO:0006399),0.2671634215236828,0.5978471137695155,False,,,1,0
GO:0006400,tRNA modification,,,,1.0,False,1,0
GO:0006400,tRNA modification (GO:0006400),0.720434543022447,0.9012330565795528,False,,,1,0
GO:0006401,RNA catabolic process,,,,1.0,False,1,0
GO:0006401,RNA catabolic process (GO:0006401),0.7106764193809617,0.8970368248625583,False,,,1,0
GO:0006402,mRNA catabolic process,,,,1.0,False,1,0
GO:0006402,mRNA catabolic process (GO:0006402),0.2134592519113024,0.5381506980872844,False,,,1,0
GO:0006403,RNA localization,,,,1.0,False,1,0
GO:0006405,RNA export from nucleus,,,,1.0,False,1,0
GO:0006405,RNA export from nucleus (GO:0006405),0.0718845099005097,0.3215305967601807,False,,,1,0
GO:0006406,mRNA export from nucleus,,,,1.0,False,1,0
GO:0006406,mRNA export from nucleus (GO:0006406),0.0179429496914924,0.1601143270521926,False,,,1,0
GO:0006409,tRNA export from nucleus (GO:0006409),0.9075738640689518,0.9691519331119184,False,,,1,0
GO:0006412,translation,,,,1.0,False,1,0
GO:0006412,translation (GO:0006412),7.435172141985468e-07,0.0002014400566753,True,,,1,1
GO:0006413,translational initiation,,,,1.0,False,1,0
GO:0006414,translational elongation,,,,1.0,False,1,0
GO:0006414,translational elongation (GO:0006414),0.1953750951141342,0.5148746147888426,False,,,1,0
GO:0006415,translational termination (GO:0006415),0.0355067560895176,0.2240883957529789,False,,,1,0
GO:0006417,regulation of translation,,,,1.0,False,1,0
GO:0006417,regulation of translation (GO:0006417),0.1165195145199969,0.4069599618548329,False,,,1,0
GO:0006418,tRNA aminoacylation for protein translation,,,,1.0,False,1,0
GO:0006418,tRNA aminoacylation for protein translation (GO:0006418),0.064431061458421,0.304129727869681,False,,,1,0
GO:0006429,leucyl-tRNA aminoacylation,,,,1.0,False,1,0
GO:0006446,regulation of translational initiation,,,,1.0,False,1,0
GO:0006446,regulation of translational initiation (GO:0006446),0.5170149763292282,0.7981431848664072,False,,,1,0
GO:0006450,regulation of translational fidelity,,,,1.0,False,1,0
GO:0006457,protein folding,,,,0.0036485171310248,True,1,1
GO:0006465,signal peptide processing (GO:0006465),0.6117994487252878,0.8510623591142629,False,,,1,0
GO:0006468,protein phosphorylation,,,,0.0018153362122432,True,1,1
GO:0006468,protein phosphorylation (GO:0006468),1.9050260832412203e-09,1.4451527867467896e-06,True,,,1,1
GO:0006469,negative regulation of protein kinase activity,,,,1.0,False,1,0
GO:0006469,negative regulation of protein kinase activity (GO:0006469),0.0038871520146456,0.0784253595295254,False,,,1,0
GO:0006470,protein dephosphorylation,,,,1.0,False,1,0
GO:0006470,protein dephosphorylation (GO:0006470),0.2869162646915831,0.6172849642513755,False,,,1,0
GO:0006471,protein ADP-ribosylation (GO:0006471),0.7496568895258985,0.9163546832006874,False,,,1,0
GO:0006473,protein acetylation,,,,1.0,False,1,0
GO:0006473,protein acetylation (GO:0006473),0.1628470280520271,0.4791922245161666,False,,,1,0
GO:0006474,N-terminal protein amino acid acetylation (GO:0006474),0.1013979593817407,0.3814132880665845,False,,,1,0
GO:0006476,protein deacetylation (GO:0006476),0.0681015372889287,0.3119160854584185,False,,,1,0
GO:0006479,protein methylation,,,,1.0,False,1,0
GO:0006479,protein methylation (GO:0006479),0.7002546028369184,0.8932100249826661,False,,,1,0
GO:0006486,protein glycosylation (GO:0006486),0.3778033415828253,0.6889461897229118,False,,,1,0
GO:0006487,protein N-linked glycosylation,,,,1.0,False,1,0
GO:0006487,protein N-linked glycosylation (GO:0006487),0.1668494923097732,0.4837739325611166,False,,,1,0
GO:0006488,dolichol-linked oligosaccharide biosynthetic process (GO:0006488),0.3282688399532039,0.653861071747995,False,,,1,0
GO:0006490,oligosaccharide-lipid intermediate biosynthetic process (GO:0006490),0.1942167607334117,0.5129973352798265,False,,,1,0
GO:0006491,N-glycan processing (GO:0006491),0.0512819482465428,0.2735694572044976,False,,,1,0
GO:0006493,protein O-linked glycosylation (GO:0006493),0.6673252619789138,0.8816317376126855,False,,,1,0
GO:0006497,protein lipidation (GO:0006497),0.8126791572037768,0.9382897690065312,False,,,1,0
GO:0006505,GPI anchor metabolic process (GO:0006505),0.8017978030721138,0.9362325644172682,False,,,1,0
GO:0006506,GPI anchor biosynthetic process (GO:0006506),0.7848294718362745,0.9301702444984524,False,,,1,0
GO:0006508,proteolysis,,,,1.0,False,1,0
GO:0006508,proteolysis (GO:0006508),0.3523235520160083,0.6688536034495753,False,,,1,0
GO:0006509,membrane protein ectodomain proteolysis,,,,1.0,False,1,0
GO:0006509,membrane protein ectodomain proteolysis (GO:0006509),0.9743338566576636,0.9935030022595036,False,,,1,0
GO:0006511,ubiquitin-dependent protein catabolic process,,,,1.0,False,1,0
GO:0006511,ubiquitin-dependent protein catabolic process (GO:0006511),0.0078797177642378,0.1098815054402732,False,,,1,0
GO:0006513,protein monoubiquitination,,,,1.0,False,1,0
GO:0006513,protein monoubiquitination (GO:0006513),0.5916966341056393,0.8425740066615665,False,,,1,0
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins (GO:0006515),0.3762493777321852,0.687765729994303,False,,,1,0
GO:0006516,glycoprotein catabolic process (GO:0006516),0.9028324979856936,0.9688574613736848,False,,,1,0
GO:0006518,peptide metabolic process (GO:0006518),0.0333122940720195,0.2193637698180034,False,,,1,0
GO:0006520,amino acid metabolic process,,,,1.0,False,1,0
GO:0006521,regulation of amino acid metabolic process,,,,1.0,False,1,0
GO:0006521,regulation of cellular amino acid metabolic process (GO:0006521),4.226831714713414e-07,0.0001233259437992,True,,,1,1
GO:0006525,arginine metabolic process,,,,1.0,False,1,0
GO:0006525,arginine metabolic process (GO:0006525),0.208646709148086,0.5307826745799399,False,,,1,0
GO:0006527,L-arginine catabolic process,,,,1.0,False,1,0
GO:0006536,glutamate metabolic process (GO:0006536),0.0921621268751083,0.36001127418876,False,,,1,0
GO:0006544,glycine metabolic process (GO:0006544),0.1227608624535531,0.420958282759785,False,,,1,0
GO:0006553,lysine metabolic process (GO:0006553),0.9616948612786348,0.9909797221636693,False,,,1,0
GO:0006554,lysine catabolic process (GO:0006554),0.9616948612786348,0.9909797221636693,False,,,1,0
GO:0006556,S-adenosylmethionine biosynthetic process,,,,1.0,False,1,0
GO:0006563,L-serine metabolic process (GO:0006563),0.7599157662189356,0.922750862295516,False,,,1,0
GO:0006568,tryptophan metabolic process (GO:0006568),0.0367124664129288,0.229845523256178,False,,,1,0
GO:0006569,tryptophan catabolic process (GO:0006569),0.2006005889957245,0.5190163943115846,False,,,1,0
GO:0006570,tyrosine metabolic process (GO:0006570),0.8399007946774201,0.9476095421772875,False,,,1,0
GO:0006576,cellular biogenic amine metabolic process (GO:0006576),0.2985391908155754,0.625836752824302,False,,,1,0
GO:0006584,catecholamine metabolic process (GO:0006584),0.3262371957142037,0.6519587372729055,False,,,1,0
GO:0006590,thyroid hormone generation (GO:0006590),0.6476484985324638,0.8721400198321445,False,,,1,0
GO:0006595,polyamine metabolic process (GO:0006595),0.4892983839353211,0.7781592660562309,False,,,1,0
GO:0006605,protein targeting,,,,1.0,False,1,0
GO:0006605,protein targeting (GO:0006605),0.6699639282540215,0.8820433427783411,False,,,1,0
GO:0006606,protein import into nucleus,,,,1.0,False,1,0
GO:0006606,protein import into nucleus (GO:0006606),0.9278541854472482,0.97779399047327,False,,,1,0
GO:0006607,NLS-bearing protein import into nucleus (GO:0006607),0.5675306721801614,0.8314233713582724,False,,,1,0
GO:0006611,protein export from nucleus,,,,1.0,False,1,0
GO:0006611,protein export from nucleus (GO:0006611),0.7677289490156268,0.9251243330848252,False,,,1,0
GO:0006612,protein targeting to membrane,,,,1.0,False,1,0
GO:0006612,protein targeting to membrane (GO:0006612),0.0849473476978021,0.3461273464441703,False,,,1,0
GO:0006613,cotranslational protein targeting to membrane (GO:0006613),6.121169904676592e-12,1.1608798724219155e-08,True,,,1,1
GO:0006614,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),1.2199648676201907e-10,1.5424422476277946e-07,True,,,1,1
GO:0006620,post-translational protein targeting to endoplasmic reticulum membrane,,,,1.0,False,1,0
GO:0006620,posttranslational protein targeting to endoplasmic reticulum membrane (GO:0006620),0.2970345723615604,0.6246027934312549,False,,,1,0
GO:0006622,protein targeting to lysosome,,,,1.0,False,1,0
GO:0006622,protein targeting to lysosome (GO:0006622),0.5563547199935119,0.8252202383626392,False,,,1,0
GO:0006623,protein targeting to vacuole,,,,1.0,False,1,0
GO:0006625,protein targeting to peroxisome (GO:0006625),0.0036522514425471,0.0771282167514692,False,,,1,0
GO:0006626,protein targeting to mitochondrion (GO:0006626),0.9939692081374808,0.9977707777975684,False,,,1,0
GO:0006629,lipid metabolic process,,,,1.0,False,1,0
GO:0006631,fatty acid metabolic process,,,,1.0,False,1,0
GO:0006631,fatty acid metabolic process (GO:0006631),0.0505463306140661,0.2719464283959616,False,,,1,0
GO:0006633,fatty acid biosynthetic process,,,,1.0,False,1,0
GO:0006633,fatty acid biosynthetic process (GO:0006633),0.8346305214059442,0.9474416955400868,False,,,1,0
GO:0006635,fatty acid beta-oxidation,,,,1.0,False,1,0
GO:0006635,fatty acid beta-oxidation (GO:0006635),0.0001184004695875,0.0084734524744469,True,,,1,1
GO:0006636,unsaturated fatty acid biosynthetic process,,,,1.0,False,1,0
GO:0006637,acyl-CoA metabolic process,,,,1.0,False,1,0
GO:0006637,acyl-CoA metabolic process (GO:0006637),0.9915146062316116,0.9975636343332898,False,,,1,0
GO:0006638,neutral lipid metabolic process,,,,1.0,False,1,0
GO:0006639,acylglycerol metabolic process,,,,1.0,False,1,0
GO:0006639,acylglycerol metabolic process (GO:0006639),0.3101524341829051,0.6363755405473174,False,,,1,0
GO:0006641,triglyceride metabolic process,,,,1.0,False,1,0
GO:0006641,triglyceride metabolic process (GO:0006641),0.0877842291413957,0.3516472368681201,False,,,1,0
GO:0006643,membrane lipid metabolic process (GO:0006643),0.8553408931704762,0.9519725361053664,False,,,1,0
GO:0006644,phospholipid metabolic process,,,,1.0,False,1,0
GO:0006644,phospholipid metabolic process (GO:0006644),0.9363392545378326,0.9801917578783246,False,,,1,0
GO:0006646,phosphatidylethanolamine biosynthetic process (GO:0006646),0.0131605390696199,0.1386609019196351,False,,,1,0
GO:0006650,glycerophospholipid metabolic process,,,,1.0,False,1,0
GO:0006650,glycerophospholipid metabolic process (GO:0006650),0.5941254458242295,0.8437726867305281,False,,,1,0
GO:0006654,phosphatidic acid biosynthetic process (GO:0006654),0.0473769446694173,0.2615731457512371,False,,,1,0
GO:0006656,phosphatidylcholine biosynthetic process (GO:0006656),0.3116086697952333,0.6378476441086454,False,,,1,0
GO:0006658,phosphatidylserine metabolic process (GO:0006658),0.4576055189957855,0.756954964479291,False,,,1,0
GO:0006661,phosphatidylinositol biosynthetic process (GO:0006661),0.2004464150090996,0.5190163943115846,False,,,1,0
GO:0006664,glycolipid metabolic process (GO:0006664),0.6334359429757928,0.8645507291622528,False,,,1,0
GO:0006665,sphingolipid metabolic process,,,,1.0,False,1,0
GO:0006665,sphingolipid metabolic process (GO:0006665),0.6974605452362799,0.8916305521001717,False,,,1,0
GO:0006670,sphingosine metabolic process,,,,1.0,False,1,0
GO:0006670,sphingosine metabolic process (GO:0006670),0.3085229736066481,0.6348216792270597,False,,,1,0
GO:0006672,ceramide metabolic process (GO:0006672),0.0737612886358058,0.3243289806874079,False,,,1,0
GO:0006684,sphingomyelin metabolic process (GO:0006684),0.1587499796896989,0.4727411226183108,False,,,1,0
GO:0006687,glycosphingolipid metabolic process (GO:0006687),0.2837829367450287,0.6130954500179048,False,,,1,0
GO:0006688,glycosphingolipid biosynthetic process (GO:0006688),0.4717821320128089,0.7666634734237201,False,,,1,0
GO:0006690,icosanoid metabolic process,,,,1.0,False,1,0
GO:0006690,icosanoid metabolic process (GO:0006690),0.7150809449965181,0.8984475223005142,False,,,1,0
GO:0006691,leukotriene metabolic process (GO:0006691),0.653991130092944,0.8759139676703872,False,,,1,0
GO:0006692,prostanoid metabolic process,,,,1.0,False,1,0
GO:0006692,prostanoid metabolic process (GO:0006692),0.020756470128225,0.1749539804363506,False,,,1,0
GO:0006693,prostaglandin metabolic process,,,,1.0,False,1,0
GO:0006693,prostaglandin metabolic process (GO:0006693),0.0086241435268569,0.1120252616348232,False,,,1,0
GO:0006694,steroid biosynthetic process,,,,1.0,False,1,0
GO:0006694,steroid biosynthetic process (GO:0006694),0.7955646008828381,0.9343216351808522,False,,,1,0
GO:0006695,cholesterol biosynthetic process (GO:0006695),0.0895114345380123,0.3554210303122367,False,,,1,0
GO:0006699,bile acid biosynthetic process (GO:0006699),0.6727521602626303,0.8831359991106892,False,,,1,0
GO:0006700,C21-steroid hormone biosynthetic process,,,,1.0,False,1,0
GO:0006700,C21-steroid hormone biosynthetic process (GO:0006700),0.2875337304345899,0.6178685469279303,False,,,1,0
GO:0006701,progesterone biosynthetic process,,,,1.0,False,1,0
GO:0006704,glucocorticoid biosynthetic process (GO:0006704),0.8277474997335836,0.9446492591396682,False,,,1,0
GO:0006706,steroid catabolic process (GO:0006706),0.9457987057499668,0.9853043415134726,False,,,1,0
GO:0006730,one-carbon metabolic process,,,,1.0,False,1,0
