refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR6113641	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_43-30999154	
SRR6113642	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124	
SRR6113643	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124	
SRR6113644	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124	
SRR6113645	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-30782124	
SRR6113646	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060	
SRR6113647	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060	
SRR6113648	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060	
SRR6113649	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_44-31008060	
SRR6113650	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165	
SRR6113651	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165	
SRR6113652	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165	
SRR6113653	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30767165	
SRR6113654	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146	
SRR6113655	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146	
SRR6113656	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146	
SRR6113657	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_45-30998146	
SRR6113658	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125	
SRR6113659	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125	
SRR6113660	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125	
SRR6113661	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-30782125	
SRR6113662	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048	
SRR6113663	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048	
SRR6113664	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048	
SRR6113665	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_46-31015048	
SRR6113666	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166	
SRR6113667	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166	
SRR6113668	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166	
SRR6113669	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-30767166	
SRR6113670	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049	
SRR6113671	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049	
SRR6113672	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049	
SRR6113673	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_47-31015049	
SRR6113674	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-30780091	
SRR6113675	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-30780091	
SRR6113677	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-30780091	
SRR6113678	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061	
SRR6113679	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061	
SRR6113680	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061	
SRR6113681	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, trem2ko, 4m		RD_48-31014061	
SRR6113682	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836	
SRR6113683	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836	
SRR6113684	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836	
SRR6113685	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30754836	
SRR6113687	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30981049	
SRR6113688	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30981049	
SRR6113689	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_5-30981049	
SRR6113690	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754	
SRR6113691	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754	
SRR6113692	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754	
SRR6113693	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30770754	
SRR6113694	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038	
SRR6113695	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038	
SRR6113696	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038	
SRR6113697	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_6-30974038	
SRR6113699	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-30864911	
SRR6113701	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-30864911	
SRR6113703	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-31444431	
SRR6113704	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-31444431	
SRR6113705	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_65-31444431	
SRR6113708	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-30865921	
SRR6113709	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-30865921	
SRR6113710	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-31438471	
SRR6113711	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-31438471	
SRR6113712	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_66-31438471	
SRR6113714	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930	
SRR6113715	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930	
SRR6113716	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930	
SRR6113717	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-30866930	
SRR6113718	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458	
SRR6113719	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458	
SRR6113720	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458	
SRR6113721	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_67-31401458	
SRR6113722	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920	
SRR6113723	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920	
SRR6113724	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920	
SRR6113725	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-30865920	
SRR6113726	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445	
SRR6113727	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445	
SRR6113728	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445	
SRR6113729	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_68-31434445	
SRR6113730	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903	
SRR6113731	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903	
SRR6113732	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903	
SRR6113733	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-30874903	
SRR6113734	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486	
SRR6113735	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486	
SRR6113736	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486	
SRR6113737	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_69-31416486	
SRR6113738	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752	
SRR6113739	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752	
SRR6113740	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752	
SRR6113741	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30766752	
SRR6113742	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046	
SRR6113743	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046	
SRR6113744	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046	
SRR6113745	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_7-30985046	
SRR6113746	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-30876913	
SRR6113748	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-30876913	
SRR6113749	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-30876913	
SRR6113750	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484	
SRR6113751	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484	
SRR6113752	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484	
SRR6113753	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_70-31416484	
SRR6113754	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921	
SRR6113755	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921	
SRR6113756	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921	
SRR6113757	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921	
SRR6113758	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453	
SRR6113759	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453	
SRR6113760	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453	
SRR6113761	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453	
SRR6113762	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937	
SRR6113763	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937	
SRR6113764	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937	
SRR6113765	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937	
SRR6113766	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483	
SRR6113767	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483	
SRR6113768	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483	
SRR6113769	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483	
SRR6113770	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-30877899	
SRR6113772	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-30877899	
SRR6113773	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-30877899	
SRR6113774	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-31429488	
SRR6113776	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-31429488	
SRR6113777	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-31429488	
SRR6113778	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-30868936	
SRR6113779	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-30868936	
SRR6113780	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-30868936	
SRR6113782	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461	
SRR6113783	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461	
SRR6113784	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461	
SRR6113785	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461	
SRR6113786	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-30867920	
SRR6113787	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-30867920	
SRR6113788	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-30867920	
SRR6113790	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-31402460	
SRR6113792	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-31402460	
SRR6113793	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-31402460	
SRR6113794	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-30875917	
