refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_developmental_stage	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_processor_id	refinebio_processor_name	refinebio_processor_version	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment	tissue	genotype	age
SRR6113756	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921		hippocampus	wt	8m
SRR6113757	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-30867921		hippocampus	wt	8m
SRR6113758	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453		hippocampus	wt	8m
SRR6113759	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453		hippocampus	wt	8m
SRR6113760	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453		hippocampus	wt	8m
SRR6113761	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_71-31441453		hippocampus	wt	8m
SRR6113762	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937		hippocampus	wt	8m
SRR6113763	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937		hippocampus	wt	8m
SRR6113764	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937		hippocampus	wt	8m
SRR6113765	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-30868937		hippocampus	wt	8m
SRR6113766	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483		hippocampus	wt	8m
SRR6113767	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483		hippocampus	wt	8m
SRR6113768	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483		hippocampus	wt	8m
SRR6113769	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 8m		RD_72-31416483		hippocampus	wt	8m
SRR6113770	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-30877899		hippocampus	trem2ko	8m
SRR6113772	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-30877899		hippocampus	trem2ko	8m
SRR6113773	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-30877899		hippocampus	trem2ko	8m
SRR6113774	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-31429488		hippocampus	trem2ko	8m
SRR6113776	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-31429488		hippocampus	trem2ko	8m
SRR6113777	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_73-31429488		hippocampus	trem2ko	8m
SRR6113778	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-30868936		hippocampus	trem2ko	8m
SRR6113779	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-30868936		hippocampus	trem2ko	8m
SRR6113780	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-30868936		hippocampus	trem2ko	8m
SRR6113782	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461		hippocampus	trem2ko	8m
SRR6113783	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461		hippocampus	trem2ko	8m
SRR6113784	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461		hippocampus	trem2ko	8m
SRR6113785	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_74-31402461		hippocampus	trem2ko	8m
SRR6113786	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-30867920		hippocampus	trem2ko	8m
SRR6113787	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-30867920		hippocampus	trem2ko	8m
SRR6113788	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-30867920		hippocampus	trem2ko	8m
SRR6113790	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-31402460		hippocampus	trem2ko	8m
SRR6113792	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-31402460		hippocampus	trem2ko	8m
SRR6113793	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_75-31402460		hippocampus	trem2ko	8m
SRR6113794	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-30875917		hippocampus	trem2ko	8m
SRR6113795	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-30875917		hippocampus	trem2ko	8m
SRR6113796	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-30875917		hippocampus	trem2ko	8m
SRR6113797	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-30875917		hippocampus	trem2ko	8m
SRR6113798	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-31438469		hippocampus	trem2ko	8m
SRR6113799	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-31438469		hippocampus	trem2ko	8m
SRR6113800	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-31438469		hippocampus	trem2ko	8m
SRR6113801	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_76-31438469		hippocampus	trem2ko	8m
SRR6113803	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_77-30862906		hippocampus	trem2ko	8m
SRR6113804	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_77-30862906		hippocampus	trem2ko	8m
SRR6113805	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_77-30862906		hippocampus	trem2ko	8m
SRR6113806	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_77-31440458		hippocampus	trem2ko	8m
SRR6113807	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_77-31440458		hippocampus	trem2ko	8m
SRR6113810	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-30877898		hippocampus	trem2ko	8m
SRR6113811	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-30877898		hippocampus	trem2ko	8m
SRR6113812	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-30877898		hippocampus	trem2ko	8m
SRR6113813	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-30877898		hippocampus	trem2ko	8m
SRR6113815	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-31412455		hippocampus	trem2ko	8m
SRR6113816	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-31412455		hippocampus	trem2ko	8m
SRR6113817	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_78-31412455		hippocampus	trem2ko	8m
SRR6113818	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_79-30869901		hippocampus	trem2ko	8m
SRR6113819	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_79-30869901		hippocampus	trem2ko	8m
SRR6113820	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_79-30869901		hippocampus	trem2ko	8m
SRR6113822	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_79-31412454		hippocampus	trem2ko	8m
SRR6113824	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_79-31412454		hippocampus	trem2ko	8m
SRR6113825	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_79-31412454		hippocampus	trem2ko	8m
SRR6113826	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30773754		hippocampus	wt	4m
SRR6113827	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30773754		hippocampus	wt	4m
SRR6113828	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30773754		hippocampus	wt	4m
SRR6113829	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30773754		hippocampus	wt	4m
SRR6113830	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30916086		hippocampus	wt	4m
SRR6113831	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30916086		hippocampus	wt	4m
SRR6113832	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30916086		hippocampus	wt	4m
SRR6113833	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, wt, 4m		RD_8-30916086		hippocampus	wt	4m
SRR6113834	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-30874902		hippocampus	trem2ko	8m
SRR6113835	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-30874902		hippocampus	trem2ko	8m
SRR6113836	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-30874902		hippocampus	trem2ko	8m
SRR6113837	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-30874902		hippocampus	trem2ko	8m
SRR6113838	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-31441450		hippocampus	trem2ko	8m
SRR6113839	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-31441450		hippocampus	trem2ko	8m
SRR6113840	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-31441450		hippocampus	trem2ko	8m
SRR6113841	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 8m		RD_80-31441450		hippocampus	trem2ko	8m
SRR6113842	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30772752		hippocampus	trem2ko	4m
SRR6113843	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30772752		hippocampus	trem2ko	4m
SRR6113844	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30772752		hippocampus	trem2ko	4m
SRR6113845	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30772752		hippocampus	trem2ko	4m
SRR6113846	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30976063		hippocampus	trem2ko	4m
SRR6113847	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30976063		hippocampus	trem2ko	4m
SRR6113848	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30976063		hippocampus	trem2ko	4m
SRR6113849	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	hippocampus	hippocampus, trem2ko, 4m		RD_9-30976063		hippocampus	trem2ko	4m
SRR6113850	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-30888992		cortex	wt	8m
SRR6113851	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-30888992		cortex	wt	8m
SRR6113852	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-30888992		cortex	wt	8m
SRR6113853	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-30888992		cortex	wt	8m
SRR6113854	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-31388425		cortex	wt	8m
SRR6113855	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-31388425		cortex	wt	8m
SRR6113856	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-31388425		cortex	wt	8m
SRR6113857	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_97-31388425		cortex	wt	8m
SRR6113858	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-30893058		cortex	wt	8m
SRR6113859	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-30893058		cortex	wt	8m
SRR6113861	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-30893058		cortex	wt	8m
SRR6113862	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-31389429		cortex	wt	8m
SRR6113863	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-31389429		cortex	wt	8m
SRR6113864	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-31389429		cortex	wt	8m
SRR6113865	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_98-31389429		cortex	wt	8m
SRR6113866	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-30904986		cortex	wt	8m
SRR6113867	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-30904986		cortex	wt	8m
SRR6113868	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-30904986		cortex	wt	8m
SRR6113869	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-30904986		cortex	wt	8m
SRR6113870	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-31391415		cortex	wt	8m
SRR6113871	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-31391415		cortex	wt	8m
SRR6113872	SRP119064								MUS_MUSCULUS	NextSeq 500 (NextSeq500)	True	387	Tximport	v1.26.0-hotfix		male		SRA	cortex	cortex, wt, 8m		RD_99-31391415		cortex	wt	8m
